company_id,industry,years_in_business,num_employees,annual_revenue,current_ratio,debt_to_equity,interest_coverage,profit_margin,asset_turnover,operating_cash_flow,working_capital,primary_bank_relationship_years,num_banking_products,credit_line_amount,credit_utilization,outstanding_loans,days_past_due,payment_delays_12m,geographic_risk,market_competition,management_quality,sme_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
SME_00228,Construction,39.0,31,1289120.75,1.89,0.98,6.47,0.1098,1.42,168410.12,174115.7,15.4,4,307852.76,0.2319,71405.72,0,3,Medium,High,5.7,712,0.004601947510798776,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_00229,Finance,9.0,7,896437.52,0.86,0.65,4.03,0.2246,0.4,236354.86,93182.36,6.7,3,130190.37,0.2135,27796.01,0,0,Low,Medium,5.8,664,0.00973561635462762,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_00230,Healthcare,1.2,1,191957.05,0.53,0.29,3.39,0.1188,1.76,23199.27,26796.78,1.0,2,41611.3,0.3936,16377.81,0,1,Low,Low,6.1,627,0.042363037507272355,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_00231,Healthcare,3.9,3,393355.23,3.65,0.6,3.4,-0.0327,1.11,-11335.95,25761.49,1.4,2,145553.04,0.1544,22469.83,0,0,Low,High,6.4,586,0.0512226721624519,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_00232,Healthcare,14.5,18,1737530.51,1.65,0.84,9.47,0.1166,2.02,174258.07,256708.82,6.6,4,268571.28,0.229,61496.59,0,0,Low,Medium,5.4,747,0.0020245858258476778,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_00233,Healthcare,1.3,1,100000.0,1.58,0.26,2.1,0.0787,2.56,10046.21,17457.56,1.1,6,32334.68,0.2143,6930.34,0,0,Low,High,3.3,670,0.015273123994995957,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_00234,Education,4.8,21,1335388.03,0.6,0.32,9.83,0.1545,1.03,221042.73,259223.9,2.5,1,179722.51,0.311,55886.59,0,0,High,Medium,7.5,696,0.010271725158769212,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_00235,Construction,2.7,2,113454.48,0.95,0.39,5.2,0.0292,1.02,4274.51,20256.85,2.2,4,41058.12,0.1469,6030.97,30,2,Low,Medium,6.6,604,0.11115823974877574,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_00236,Real Estate,6.1,1,100000.0,2.13,0.91,6.97,0.0905,0.74,7431.89,23241.84,4.8,4,22815.9,0.3212,7327.34,0,2,High,Low,7.0,698,0.011679299572778827,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_00237,Finance,14.3,114,19676461.32,0.5,0.46,1.16,0.0743,2.07,1568977.57,2937286.28,12.0,3,5051514.37,0.1626,821334.16,0,0,Low,Medium,6.3,645,0.023674383303942424,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00238,Technology,7.7,58,11136459.6,0.51,0.1,3.69,-0.0467,0.26,-552937.77,1866569.16,5.4,1,5202832.92,0.094,489086.7,90,0,Low,Medium,7.5,539,0.15805712014152623,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00239,Professional Services,2.2,1,100000.0,2.97,1.09,2.86,0.2061,1.04,23600.5,24550.3,1.2,2,41412.45,0.2755,11410.51,0,1,Low,Medium,4.9,660,0.006854411802959568,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00240,Real Estate,14.8,14,1856643.68,0.83,0.56,0.9,0.0144,1.07,34640.51,263937.24,5.0,3,558782.08,0.8967,501035.54,0,1,Medium,High,5.6,545,0.14270439562913897,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00241,Retail Trade,1.0,2,100000.0,1.9,0.59,4.11,-0.0154,0.29,-1547.69,5599.23,1.0,2,33235.08,0.2082,6921.1,0,1,Low,Medium,7.3,588,0.07703134062867298,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00242,Retail Trade,11.6,3,280119.47,0.55,1.36,4.34,0.0948,0.82,25711.18,23044.73,9.5,8,76863.49,0.4442,34140.08,0,1,Low,Medium,6.1,630,0.04308271181772324,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_00243,Technology,7.3,21,1964777.81,3.3,0.78,4.42,0.0184,0.32,46881.07,443880.12,4.2,3,794502.99,0.2671,212248.73,0,0,High,Low,6.0,648,0.016594311764330082,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_00244,Professional Services,2.2,1,304008.11,2.26,1.09,7.42,0.1612,1.88,54459.6,60266.01,1.0,3,76744.84,0.7172,55041.21,90,1,Low,Medium,6.3,675,0.008845651676763973,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00245,Professional Services,2.7,4,510087.17,3.33,0.19,4.79,0.1598,0.89,79006.57,48963.57,1.9,1,99566.72,0.1274,12680.53,0,0,Low,Medium,6.2,714,0.004040782331800005,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_00246,Retail Trade,31.0,13,549292.6,0.6,1.43,13.83,-0.0046,1.1,-2850.08,58666.35,22.2,3,244336.18,0.2096,51222.9,0,0,Medium,Medium,6.6,621,0.06998214260850019,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00247,Education,5.8,6,348699.74,2.97,0.51,4.22,0.1376,1.5,52475.26,68900.52,2.9,5,66048.67,0.1894,12510.53,0,2,Low,Medium,5.9,687,0.004533786638653792,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_00248,Healthcare,1.0,1,139885.34,1.39,0.83,10.09,0.0417,0.91,7033.14,15508.14,1.0,2,22447.85,0.2742,6155.2,0,0,High,High,6.7,670,0.024152573471152464,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7440273448187127
SME_00249,Retail Trade,1.9,1,100000.0,2.06,1.67,6.09,0.0355,2.51,3530.92,16871.6,1.0,5,36025.84,0.5101,18376.79,0,0,Medium,High,6.7,637,0.05910422494242748,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_00250,Technology,11.5,15,1963695.88,1.05,0.7,5.07,0.0372,0.43,89685.0,158669.06,4.5,1,823128.25,0.3149,259217.11,0,0,Medium,Medium,9.7,647,0.0191969732584573,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00251,Food Services,1.7,1,100000.0,3.97,0.49,3.58,0.1545,1.19,15034.36,15632.01,1.0,1,30114.87,0.2157,6494.99,0,5,Medium,Medium,6.0,643,0.01286610464230464,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00252,Transportation,30.8,17,1087745.54,0.74,0.67,3.35,0.0204,1.2,19650.79,160383.01,10.1,4,359414.48,0.659,236866.14,0,0,Medium,High,4.5,610,0.0632429864082592,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_00253,Construction,9.0,10,827591.91,3.49,2.33,4.09,0.0423,1.28,43165.71,150437.93,3.5,2,397073.8,0.1384,54939.52,90,2,Medium,Medium,7.3,607,0.05153514430188571,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00254,Construction,9.8,53,2201945.16,1.75,1.46,10.29,-0.0849,1.15,-233646.68,178903.36,8.0,3,253930.44,0.6191,157201.07,0,1,Low,High,6.9,573,0.11167292219174162,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_00255,Manufacturing,9.3,50,7266504.66,0.79,0.17,5.03,0.0078,2.27,66425.65,372543.12,5.5,1,3080260.05,0.1768,544710.56,0,1,Medium,High,6.0,607,0.06796998758709902,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_00256,Other Services,2.2,3,100000.0,0.71,2.51,4.41,0.058,1.66,6739.71,10241.61,1.0,5,14698.09,0.2091,3073.16,0,2,Low,Medium,5.7,551,0.254516851771763,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.923985757772383
SME_00257,Real Estate,3.5,24,1593288.65,1.29,1.12,9.68,0.2987,1.61,390621.74,189985.44,1.9,8,286995.23,0.1299,37292.92,0,1,Low,Low,4.7,686,0.010543742255948852,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_00258,Other Services,11.6,58,7393458.03,1.16,0.71,8.49,0.0701,2.49,606203.72,791933.15,7.9,4,3182781.36,0.1473,468838.35,0,0,Low,High,6.9,711,0.010789290798174842,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00259,Education,12.1,72,3219497.96,1.02,1.61,3.31,0.0704,3.55,183852.28,273391.07,6.0,6,1242689.39,0.1669,207415.64,0,0,High,Low,8.1,639,0.02031480718395284,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_00260,Construction,1.6,1,141861.94,3.7,0.19,4.39,0.1788,1.32,20932.76,26350.56,1.0,1,37544.71,0.1547,5806.75,0,0,Medium,High,6.9,708,0.0068552326804637,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_00261,Construction,13.6,5,649471.9,0.85,1.03,8.5,0.0286,0.65,19225.65,123926.41,8.5,5,169749.38,0.2135,36246.99,120,1,Low,Medium,5.8,643,0.036635161121077356,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_00262,Technology,2.1,11,3214332.33,2.6,1.57,6.73,0.0592,1.91,234448.83,496139.69,1.7,2,645419.23,0.2465,159065.34,0,0,Medium,Medium,9.3,671,0.019375181365034,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00263,Manufacturing,2.1,7,908084.96,0.88,1.54,9.38,0.0076,1.98,8206.47,198036.48,1.0,2,399711.31,0.3013,120446.24,0,0,Low,Medium,8.3,596,0.1496275468880867,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9763601936711731
SME_00264,Retail Trade,7.7,1,100000.0,4.81,0.89,1.37,0.1511,0.67,13701.86,14935.56,6.7,5,37613.24,0.2761,10384.78,0,0,Low,High,6.3,678,0.00557523935258119,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8891393605101355
SME_00265,Professional Services,5.8,19,1899287.24,1.16,0.57,4.25,0.1003,1.9,181316.31,473927.41,3.0,1,244317.04,0.219,53503.19,0,0,Low,High,5.2,672,0.015749215868686384,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_00266,Healthcare,17.6,5,563461.74,0.98,0.1,8.5,0.0726,4.0,38589.87,36551.76,15.7,7,214690.77,0.3866,83000.24,0,0,High,High,7.7,740,0.0068346109022288225,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00267,Healthcare,4.0,1,154492.41,2.81,0.63,2.53,0.0923,2.07,13495.59,33333.28,2.3,1,22606.29,0.2673,6043.49,0,2,Low,High,6.4,666,0.01196690823025275,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_00268,Other Services,2.7,1,100000.0,0.5,0.57,6.42,0.0826,0.39,7883.24,16910.89,1.8,1,21708.83,0.4986,10822.99,0,3,Medium,Medium,4.5,626,0.0818466662310212,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_00269,Healthcare,11.1,2,552361.36,1.0,1.47,3.26,0.0337,1.3,22104.33,61707.19,9.1,4,268134.21,0.3789,101608.67,0,0,Medium,Medium,8.0,603,0.04303215721316762,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_00270,Food Services,9.8,74,6007776.02,1.11,0.41,11.36,0.0743,0.66,509735.77,521355.13,4.7,2,1275841.51,0.1453,185403.89,0,2,High,Medium,8.5,705,0.018976813172174922,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_00271,Manufacturing,1.0,11,1391606.94,0.67,1.03,10.98,0.0744,1.26,124375.59,185819.07,1.0,1,455682.49,0.3286,149743.88,90,0,High,Medium,7.0,668,0.053663729652594375,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_00272,Construction,4.2,2,269449.39,0.5,1.1,8.18,0.0591,0.49,20024.47,32092.62,2.1,2,52851.73,0.1746,9225.89,60,1,Low,Low,6.1,632,0.10071426789282376,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_00273,Retail Trade,5.6,3,180729.77,1.05,0.27,4.59,0.1361,2.42,20009.63,17287.01,1.9,3,25001.92,0.4026,10064.95,30,1,Low,High,6.8,669,0.016881878390930156,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_00274,Construction,14.5,34,5556308.98,2.89,2.59,10.98,0.1077,0.44,741784.77,1286223.07,5.5,1,1343645.71,0.3472,466450.1,30,2,Low,Low,7.0,688,0.010328959763306701,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.817930208741833
SME_00275,Professional Services,3.3,3,214843.84,0.56,0.19,4.33,0.0161,2.46,3276.12,51539.48,2.6,3,69840.63,0.277,19342.39,0,0,Low,Medium,6.7,595,0.10999466104857043,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_00276,Retail Trade,21.5,154,6925021.69,1.8,0.86,3.25,0.0093,0.2,73997.79,1306047.53,8.0,4,1541344.38,0.6033,929955.51,0,0,Low,Medium,6.8,641,0.021751289452723404,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00277,Real Estate,9.2,5,388897.59,1.35,0.47,8.99,-0.0109,1.54,-3511.21,90603.28,5.0,3,171674.66,0.483,82924.5,0,1,Low,Low,4.2,633,0.04406711018158337,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_00278,Retail Trade,4.2,3,168278.45,0.92,0.32,1.09,0.0981,0.43,18762.62,8418.68,3.3,4,74535.09,0.2401,17899.2,30,0,Low,Medium,5.3,641,0.04285199718919583,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_00279,Education,4.0,6,395859.46,2.04,0.76,2.5,0.1917,0.29,91698.11,66342.06,3.6,1,96902.41,0.6742,65328.71,0,3,Low,High,6.8,634,0.008864892649775375,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_00280,Professional Services,2.5,2,170545.86,0.81,0.15,4.12,0.1438,0.63,24265.82,39261.48,1.3,3,54300.96,0.5801,31499.17,0,0,High,Low,6.6,654,0.0226689003102068,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.8427322476714992
SME_00281,Real Estate,7.7,1,100000.0,2.35,0.93,5.87,-0.0139,0.48,-1597.07,7875.21,5.3,1,27432.96,0.3769,10339.92,0,0,Low,Low,5.6,624,0.03749095537904906,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.9121737576182614
SME_00282,Finance,1.0,15,2522390.33,2.48,0.77,11.6,0.1701,0.46,394646.55,484918.23,1.0,2,655410.0,0.5231,342867.36,0,1,Low,Medium,6.0,717,0.0056145337622787745,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7414076186699331
SME_00283,Retail Trade,1.0,10,875081.14,0.73,0.1,6.15,-0.0353,0.65,-32554.34,145162.15,1.0,1,183792.66,0.6366,116998.65,0,2,Low,Medium,8.7,528,0.27784783531288726,1,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_00284,Technology,1.0,1,149369.45,0.5,2.18,9.06,0.0457,1.03,7353.85,34579.03,1.0,4,42421.08,0.3568,15135.33,30,1,Medium,High,8.4,585,0.17066887845392575,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_00285,Real Estate,6.6,10,552798.77,1.99,1.39,4.2,0.1107,1.03,57526.73,55641.69,2.6,1,116388.5,0.3466,40340.6,0,1,Low,Low,6.2,672,0.013564510074829627,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
SME_00286,Other Services,7.1,3,225669.16,0.5,0.21,6.16,0.1055,2.3,30327.75,25975.78,5.0,1,74162.02,0.2729,20242.33,0,2,Low,Medium,8.5,655,0.03406254914783069,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_00287,Technology,5.3,3,449283.84,0.88,1.71,5.3,0.0971,1.9,49887.86,98731.86,3.1,6,142881.5,0.2117,30247.22,0,1,Low,Medium,5.7,624,0.040508257294743465,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9763601936711731
SME_00288,Real Estate,2.8,1,100000.0,2.76,0.31,3.65,0.1227,0.68,14850.56,7981.69,2.0,2,10989.2,0.3979,4372.93,0,1,Low,High,4.5,692,0.010802381349456658,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.9335843617982367
SME_00289,Healthcare,1.5,7,1387436.84,3.04,0.93,2.75,0.0928,0.8,122307.66,198081.89,1.0,1,412272.01,0.2846,117329.6,0,0,Low,High,5.8,672,0.01292884823122773,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.7947300920328391
SME_00290,Technology,16.0,13,3751945.46,1.85,0.71,20.0,0.0682,0.77,289764.34,375445.96,14.2,4,1348633.33,0.242,326402.63,0,1,Low,Medium,5.7,745,0.0029721229920496263,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,1.0160229505175198
SME_00291,Professional Services,15.2,5,672200.19,1.9,1.67,19.29,0.0085,0.26,6264.64,93318.99,11.0,2,121618.19,0.3718,45220.74,0,1,Medium,Medium,8.5,657,0.013168912534866918,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7439932568058387
SME_00292,Construction,7.7,5,568275.26,1.04,1.49,5.09,0.0609,0.3,44132.41,45478.6,2.5,3,86257.56,0.145,12503.94,0,0,Low,High,6.6,637,0.05723998824847853,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.1139134125154895
SME_00293,Food Services,5.6,48,4140034.84,2.58,2.04,3.41,0.0588,1.55,265625.37,565864.81,1.9,4,1420287.37,0.1561,221749.1,0,1,High,Medium,6.8,628,0.04829877754416539,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_00294,Manufacturing,9.1,2,198091.98,0.5,1.32,1.52,0.1201,0.6,26830.68,40259.32,6.7,2,24857.73,0.3295,8190.31,0,1,Low,High,8.5,600,0.04506671426710184,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_00295,Construction,20.4,11,1424685.57,1.73,0.5,3.27,-0.043,1.26,-50017.93,351702.07,7.6,2,446069.76,0.3698,164975.69,30,1,Medium,Low,6.2,597,0.03192320873267878,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.6613260971441672
SME_00296,Other Services,8.6,11,1112896.23,0.5,0.42,3.92,0.0543,4.0,57354.5,184064.18,3.7,4,341805.16,0.2455,83913.87,30,0,High,Medium,6.0,634,0.0553090722606006,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00297,Retail Trade,9.8,7,376057.93,2.08,0.15,7.21,0.081,1.59,32687.1,33612.64,4.6,2,168176.66,0.4296,72244.15,0,2,Low,Low,7.2,732,0.0073534942495943004,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.9378168222434928
SME_00298,Construction,1.0,1,154905.41,1.92,0.38,4.89,0.0224,0.65,4194.44,29969.92,1.0,1,69386.06,0.1987,13790.43,0,0,High,High,4.7,649,0.041627062129220294,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_00299,Real Estate,6.1,7,1219543.69,1.55,1.18,5.55,0.0567,1.13,84661.12,193566.46,5.3,3,413569.59,0.362,149730.7,30,1,Low,Medium,8.8,652,0.024436626526495177,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.9468380264727759
SME_00300,Retail Trade,9.3,5,328654.76,1.18,0.75,5.3,0.1321,1.35,52973.98,27930.62,4.8,4,94598.15,0.5659,53536.06,0,1,Medium,High,6.8,668,0.014613178174315794,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00301,Healthcare,4.8,8,1257522.09,1.35,0.4,11.28,0.0052,2.57,6957.37,187188.11,3.3,3,241046.11,0.2587,62367.87,90,0,Medium,High,7.4,654,0.02929495467670866,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7816991191743621
SME_00302,Manufacturing,7.8,8,563216.12,0.5,0.87,3.2,0.098,0.51,48517.55,124468.7,6.4,3,268260.78,0.1852,49670.06,0,0,Low,Low,7.1,633,0.04190406065741503,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.9967093521794543
SME_00303,Healthcare,10.8,17,3151568.14,2.32,0.83,3.85,0.0281,0.78,83263.11,369347.03,5.9,4,1360054.34,0.4296,584307.63,0,1,Medium,High,6.9,650,0.012773671582628153,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00304,Manufacturing,22.7,13,2048128.87,1.18,0.65,5.44,0.1029,1.17,217719.77,418238.9,13.4,3,359597.49,0.4289,154213.86,0,0,Low,Medium,7.6,716,0.0063377719225097265,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00305,Retail Trade,4.3,7,708021.16,0.56,0.98,3.58,-0.0055,2.26,-3532.56,109421.52,3.1,4,122688.75,0.2984,36609.19,0,0,Low,Low,8.1,546,0.2560410471491015,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,1.000500405969456
SME_00306,Education,6.5,55,3573313.97,1.8,0.87,2.01,0.0275,1.76,106527.19,640421.11,3.3,2,1683191.66,0.351,590852.04,0,1,Low,High,7.9,615,0.021928438884327155,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8928711362213282
SME_00307,Other Services,6.9,24,4013163.88,0.87,0.47,2.97,0.1216,1.69,597818.52,813635.21,3.1,4,780276.46,0.601,468929.03,0,1,Medium,High,7.6,636,0.03270513118166636,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8785029209906745
SME_00308,Construction,12.0,18,4413051.66,1.98,0.29,1.53,0.1782,1.36,814265.18,522879.65,8.1,3,962261.37,0.2267,218187.48,0,4,Low,Medium,7.2,667,0.004255482592442146,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.8530543036014939
SME_00309,Food Services,4.0,13,690204.73,1.32,0.15,9.22,0.0424,2.47,25592.93,47249.18,2.3,4,179259.1,0.0244,4369.83,60,3,Low,High,8.6,664,0.03984519449835002,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.666058435728249
SME_00310,Construction,10.8,29,2342452.77,3.88,0.51,4.07,0.0182,2.18,46780.07,252796.41,6.9,1,332711.37,0.1418,47165.2,30,1,Low,Medium,8.2,652,0.020325016703034757,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00311,Transportation,1.0,1,100000.0,1.96,1.86,3.24,0.1377,1.46,16845.36,24909.21,1.0,3,44460.06,0.2679,11912.64,30,1,Medium,High,4.6,635,0.020242030710264227,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.91920957506971
SME_00312,Real Estate,1.0,1,100000.0,3.49,0.59,6.87,-0.0048,2.19,-531.66,11035.05,1.0,2,23283.04,0.2531,5893.98,0,2,Medium,High,6.2,614,0.05974572324675859,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.8559504400397184
