company_id,industry,years_established,num_employees,is_public,market_cap,annual_revenue,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,times_interest_earned,net_profit_margin,roa,roe,asset_turnover,inventory_turnover,operating_cash_flow,free_cash_flow,credit_rating,num_banking_relationships,primary_bank_relationship_years,total_credit_facilities,committed_facilities,utilization_rate,outstanding_debt,geographic_diversification,regulatory_environment,market_position,esg_score,corporate_credit_score,default_probability,is_default,observation_date,gdp_growth,unemployment_rate,interest_rate,credit_spread,vix,macro_risk_factor
CORP_0454,Manufacturing,23,7793,0,0.0,1993454843.59,2.23,1.94,0.69,0.44,0.3592,16.21,0.2933,0.1836,0.2352,0.32,4.11,760001528.53,483060037.78,BBB+,4,17.0,253337370.11,191572400.07,0.0538,10299107.84,Regional,Low,Strong,66,808,0.0004441847141950945,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0455,Manufacturing,10,1267,1,10610159325.66,219294544.94,1.09,0.8,0.36,2.36,0.5737,5.03,0.2869,0.035,0.0972,0.95,9.35,72936978.28,51464323.61,BBB-,7,6.7,33751440.05,24910654.23,0.4974,12390602.27,Regional,Medium,Average,83,637,0.06260239837539013,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0456,Manufacturing,50,3852,1,103971304.39,1460817879.86,1.89,1.14,0.42,1.23,0.5093,7.56,0.0599,-0.0202,-0.0466,0.3,3.23,108798826.22,75211174.57,BB,5,22.8,368564673.51,245093075.31,0.1232,30203314.83,Domestic,Low,Weak,80,622,0.1567187355061158,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0457,Manufacturing,20,1466,0,0.0,178498899.03,1.63,1.12,0.53,0.72,0.4166,3.55,0.1143,0.0195,0.032,2.63,10.42,22539975.29,18352434.46,A,6,12.3,38071781.78,24134987.57,0.2553,6162299.74,Regional,Medium,Average,71,747,0.011459693218626835,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0458,Consumer Goods,44,1202,1,120760674.39,175354385.92,1.57,1.06,0.6,0.75,0.3557,9.07,0.149,0.0288,0.0567,1.06,5.65,30283633.01,19451021.32,BB+,4,18.4,20187511.65,14420543.64,0.0673,970443.27,Regional,Medium,Strong,67,685,0.019848822136055,1,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0459,Utilities,20,10050,1,353568437.26,3668070625.4,1.17,0.95,0.49,0.1,0.1012,2.63,0.2177,0.1084,0.1371,0.32,9.37,1106438123.96,994565864.08,BBB+,5,7.1,1014175388.57,695081024.19,0.4321,300335051.42,Regional,Low,Average,68,728,0.004806071845728617,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0460,Aerospace,5,1891,1,207678142.82,365176627.81,1.78,1.15,0.35,1.41,0.5981,9.87,0.1855,-0.0058,-0.0134,1.47,11.27,88537051.7,70467033.27,BBB+,3,2.7,88835954.05,58805779.3,0.3972,23358039.5,Domestic,Medium,Leader,89,733,0.011259602441612084,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0461,Healthcare,22,12437,1,653985573.91,2616840645.46,0.8,0.66,0.4,1.08,0.6124,4.25,0.0883,-0.0278,-0.0562,0.3,14.74,319008012.67,231365770.78,A,2,14.3,351454649.96,313361705.91,0.2364,74093164.54,Global,Medium,Strong,71,731,0.013414030806934546,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0462,Utilities,35,1781,1,34852394.6,233776511.98,2.72,2.15,1.04,0.63,0.3168,3.78,0.0547,0.0879,0.1226,0.45,2.0,16699581.28,13654707.11,A,3,19.0,46035808.13,34883791.61,0.7587,26465420.14,Regional,High,Leader,88,792,0.0015798642073273383,0,2024-02-29,0.0289749079021629,0.06025358871416649,0.03420755415740715,0.0171673256091268,24.883245300585088,0.8432684099336892
CORP_0463,Technology,5,9550,1,578992427.52,3043031504.03,1.28,1.12,0.53,0.81,0.3804,9.15,0.2214,0.1016,0.2044,1.65,2.63,882694348.88,570198641.54,A-,9,3.5,723773454.8,446654393.34,0.5195,232050110.2,Global,Medium,Leader,69,778,0.0012572633230474865,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0464,Consumer Goods,16,5262,1,3410837869.1,529908140.33,4.0,3.56,1.57,0.65,0.3869,21.3,0.1126,0.1404,0.2078,1.81,5.69,69109598.11,55747031.32,BB+,5,10.6,34218523.67,26972151.12,0.1953,5267688.6,Global,Medium,Average,64,748,0.0011499088464807313,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0465,Energy,18,702,1,778209287.84,129037716.38,0.8,0.57,0.2,0.7,0.4103,3.96,0.1802,-0.035,-0.0585,1.05,9.74,28118311.41,17948241.63,A,5,11.0,29988648.96,23090146.11,0.1082,2499463.81,Domestic,Low,Average,48,730,0.02367931304326341,0,2024-10-31,-0.0024318512365618886,0.05629499586269324,0.03385166478859259,0.014819687670918288,27.872443953656187,0.8560943715676737
CORP_0466,Transportation,51,4725,1,3086968672.06,240868425.22,4.0,2.8,1.91,0.11,0.0937,7.03,0.0344,0.0134,0.0123,2.07,5.52,10553692.73,9260481.92,BBB+,3,30.9,39896664.05,26903543.22,0.3089,8309716.73,Global,High,Strong,70,765,0.01359815582008239,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0467,Consumer Goods,67,3615,0,0.0,358436302.32,1.52,1.18,0.67,0.54,0.3335,3.46,0.177,0.1177,0.2099,3.0,5.7,72548180.33,55494131.89,BB+,6,28.6,30559730.42,21819069.39,0.4327,9440214.62,Global,Low,Strong,58,683,0.011848042855050245,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0468,Manufacturing,11,1421,0,0.0,554436415.55,2.42,2.12,0.92,0.1,0.0906,7.81,0.008,0.0824,0.0893,3.0,12.48,5030041.31,4384702.1,BBB+,6,4.6,101264105.73,79097123.96,0.175,13838905.0,Global,Low,Leader,74,774,0.003175334491728636,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0469,Financial Services,20,7521,1,447230792.94,2315105592.13,2.37,1.82,0.87,0.69,0.4745,8.02,0.1204,0.1629,0.3221,2.79,14.24,323913205.7,264295667.85,A-,10,4.0,140719566.2,123048830.49,0.0964,11857572.11,Regional,Low,Strong,42,789,0.0019093849403067746,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0470,Financial Services,14,8236,1,291063122.31,1976980529.88,0.8,0.72,0.39,0.27,0.1788,3.05,0.1696,0.0979,0.1093,0.99,8.2,375747881.11,330614596.36,BBB+,5,7.0,109759386.12,90744203.28,0.2221,20153518.76,Regional,Low,Weak,50,705,0.012534902140523834,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0471,Real Estate,7,4932,0,0.0,1057035306.09,2.72,1.64,0.73,0.38,0.2918,3.62,0.1097,0.129,0.1897,1.75,6.13,148746996.86,99612240.28,A-,9,4.8,132602355.2,99741174.08,0.3733,37229048.07,Regional,Low,Leader,42,779,0.003426318518919405,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0472,Healthcare,42,2855,1,1044312948.89,932669708.9,0.8,0.66,0.28,0.39,0.3082,8.31,0.0639,0.088,0.1009,0.48,3.38,65865550.97,48972218.84,A+,6,28.1,265975807.32,228291560.26,0.2542,58027690.46,Regional,Low,Average,64,807,0.001074070470703314,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0473,Energy,26,19574,0,0.0,5238708855.6,1.19,0.78,0.24,0.48,0.2784,8.73,0.0877,0.0478,0.0744,2.39,2.96,598381200.32,535314635.46,BB+,11,9.3,497771610.04,380995263.51,0.6537,249064459.32,Regional,Low,Strong,75,685,0.0233686821712087,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0474,Telecommunications,5,4773,1,2194016405.57,1385402911.79,0.8,0.53,0.31,0.25,0.2412,5.98,0.1398,0.0811,0.1173,0.8,3.24,230558073.45,185988046.55,BBB-,12,3.1,341598129.23,295056942.16,0.3363,99221449.64,Domestic,High,Average,42,690,0.012236154097607931,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0475,Financial Services,7,9331,1,1200936595.12,3808845872.04,0.8,0.68,0.37,1.97,0.5993,5.51,0.1663,0.0876,0.2841,0.52,2.45,733050853.08,629684459.99,A,5,4.9,760937039.42,570682339.35,0.2596,148137740.84,Domestic,Medium,Weak,76,720,0.009313694243928333,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0476,Utilities,55,4854,0,0.0,457342461.55,2.44,1.94,1.0,0.51,0.3,7.07,0.0248,0.1693,0.2373,0.37,3.62,15267582.38,9901018.32,A-,3,34.3,78183909.77,58466046.27,0.1888,11036958.73,Regional,Low,Average,92,790,0.0016137360849675596,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0477,Financial Services,91,19556,1,1042108695.96,6965967430.55,1.01,0.9,0.52,0.99,0.4688,10.86,0.1842,0.1379,0.3127,0.39,2.69,1634612757.63,1310268865.09,BBB-,10,69.5,697105055.48,427092525.56,0.1094,46715059.67,Global,Low,Average,41,730,0.0035306040060355194,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0478,Manufacturing,14,3686,1,346414994.79,854534915.11,0.8,0.65,0.31,0.73,0.3883,7.21,0.138,0.0952,0.1626,0.51,5.75,132298259.24,100391682.5,AA,4,8.1,86765304.08,58243800.19,0.0879,5118629.69,Domestic,Low,Strong,53,836,0.0005182828858062959,0,2023-08-31,0.008052395583524479,0.041925163786785305,0.03272494798869057,0.016007742508020287,22.282265607666464,0.775111971024865
CORP_0479,Consumer Goods,46,5184,1,674160250.17,1371753443.67,3.17,2.24,1.37,0.2,0.1744,14.27,0.128,0.0168,0.0213,0.3,4.57,229124413.15,201869946.24,BBB,10,36.6,268533886.11,173146062.38,0.5424,93915342.02,Global,Medium,Average,63,771,0.0021982280016370364,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0480,Financial Services,88,36381,1,173913465.21,22201869955.75,1.39,1.17,0.47,0.65,0.4417,8.67,0.0629,0.1139,0.1526,3.0,8.18,1585411916.27,1372573381.44,A-,2,23.1,3931399627.55,2894666093.14,0.136,393815990.79,Regional,Medium,Strong,81,789,0.0017180581111578015,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0481,Telecommunications,150,5715,0,0.0,1270754443.58,1.06,0.75,0.48,0.15,0.128,5.96,0.1724,0.0711,0.0746,0.3,2.49,306053367.64,257652997.84,A,1,72.2,156176231.51,103278663.85,0.2137,22070889.84,Domestic,Medium,Average,47,791,0.0031150591723325236,0,2024-09-30,0.015916548408173605,0.03860390132354587,0.03519987129482797,0.02158169654461952,22.157301463024925,0.8690131623605147
CORP_0482,Telecommunications,16,8296,0,0.0,1204610925.74,2.42,2.07,1.4,0.36,0.2444,10.6,0.2334,0.0646,0.0738,0.79,3.43,382083397.48,340036100.13,A,9,9.1,243523697.44,158190892.14,0.1737,27473426.35,Regional,Medium,Strong,90,811,0.0013127947173087844,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0483,Energy,39,3848,1,632812719.26,3140606071.11,1.16,0.84,0.58,1.43,0.6642,10.38,0.0755,-0.0233,-0.0468,0.3,2.0,295988750.38,200011148.83,AA+,7,12.0,667956835.63,561007328.58,0.2364,132616987.13,Global,Low,Average,84,838,0.0016222275168065723,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0484,Manufacturing,20,1152,1,2379482164.82,156008364.25,3.45,2.81,1.2,2.23,0.8,3.5,0.0336,0.117,0.3635,1.48,4.08,6362898.1,5635806.62,A-,5,8.4,36536036.18,22100534.66,0.0909,2009773.97,Regional,Low,Strong,66,739,0.006364930172402552,0,2024-04-30,0.03469556917918611,0.05654511409480706,0.04265661301752087,0.015071299865287758,23.89563209058569,0.8376130979100156
CORP_0485,Technology,11,500,1,313510547.23,182262058.78,0.8,0.54,0.23,0.8,0.4049,7.99,0.1121,0.1068,0.1971,0.62,5.21,22644988.01,15625964.0,AA+,7,5.7,19242018.37,15557276.27,0.2863,4453555.63,Regional,Medium,Strong,79,850,0.0002608523876428186,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_0486,Technology,24,18244,1,1335782062.91,7674268492.78,3.17,2.54,1.3,1.98,0.6646,6.78,0.0926,-0.0867,-0.2096,0.38,7.28,804735499.89,575805735.45,A-,3,10.7,2211889259.62,1391126055.68,0.1457,202641810.85,Domestic,Medium,Leader,40,728,0.019458862666197323,0,2024-01-31,0.02895401216336245,0.04909605772087824,0.03168004780130085,0.016194242434756336,21.787052278772908,0.7644314135073977
CORP_0487,Utilities,20,3979,0,0.0,635091165.01,3.02,2.2,0.82,0.49,0.3709,1.6,0.1766,0.2088,0.3381,1.03,12.05,136156165.05,91588548.25,BBB,8,10.1,80100482.89,64756369.6,0.0186,1201458.76,Global,Medium,Average,73,722,0.006053870373776469,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0488,Technology,12,13191,1,157955554.27,4316045575.33,0.8,0.52,0.22,1.2,0.6369,4.8,0.1122,0.0905,0.1627,0.3,3.22,653194171.61,507216606.38,AA-,5,8.7,810327991.65,556198419.0,0.2165,120399371.38,Regional,Medium,Strong,85,793,0.001556147627234486,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0489,Healthcare,15,2225,1,618970392.01,804323823.49,2.83,2.07,1.24,0.14,0.1373,6.22,0.2214,0.0916,0.0884,0.53,3.44,225657042.15,172302325.22,AA-,4,6.9,113608037.32,91580297.59,0.1143,10464074.17,Regional,Low,Strong,62,842,0.0006844223810994201,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0490,Energy,22,14223,1,523083397.45,3536811550.79,0.8,0.6,0.27,0.45,0.3125,6.93,0.1031,0.0786,0.1139,0.79,7.65,507064551.93,410615463.83,A-,9,8.7,909253891.83,660313141.32,0.1843,121683884.24,Global,High,Strong,63,758,0.005516364657712228,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0491,Technology,5,1325,1,913642811.36,388482713.86,1.67,1.47,0.79,0.59,0.3118,12.85,0.1284,0.0561,0.097,1.05,6.34,60802575.99,39381300.8,A-,8,2.8,53066400.74,35416124.68,0.2076,7350990.43,Global,Medium,Average,100,781,0.001400098799494344,0,2024-03-31,0.004971122783148704,0.048972192996683074,0.03683184875235978,0.013415258116731322,23.573618147452756,0.778281751303648
CORP_0492,Technology,6,1850,1,842213441.35,335014603.42,0.8,0.65,0.22,1.79,0.5408,8.53,0.2762,0.136,0.3123,1.79,5.72,113237179.32,89564458.88,BBB-,5,3.6,18347547.16,11252892.03,0.1614,1816227.73,Domestic,Medium,Leader,76,698,0.005124830965465418,0,2024-05-31,0.034657824834018636,0.05517633942511286,0.03957065105718657,0.014746394670999438,18.814867129049375,0.732630294168414
CORP_0493,Technology,49,4669,1,501532810.37,1405371160.1,1.75,1.1,0.72,1.47,0.6508,6.29,0.1061,0.0677,0.1573,1.43,13.34,190350015.0,159360966.38,A+,5,37.4,358712890.19,295754236.78,0.1181,34919838.75,Regional,High,Leader,39,797,0.0021852591048722165,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0494,Manufacturing,22,6056,1,178445348.28,700814791.98,2.57,1.79,0.89,2.13,0.6337,11.38,0.1565,0.1056,0.3026,2.25,4.46,140878526.13,107683160.9,BBB,9,16.4,70356125.93,42500592.13,0.2523,10721727.24,Global,Medium,Average,90,725,0.0034399492371658246,0,2024-08-31,0.024619848790466338,0.05987807486761972,0.030277269143197515,0.018696547940990547,27.865517589241698,0.8962598579848741
CORP_0495,Aerospace,37,6643,1,1509236399.53,816163724.9,1.53,1.26,0.65,1.65,0.5169,2.15,0.3109,0.0772,0.2185,0.3,6.9,310013866.4,226371161.59,AA-,6,13.0,76119835.3,66370800.69,0.1476,9798221.93,Domestic,Low,Average,45,775,0.0043553878301854755,0,2022-12-31,-0.0018728922892086476,0.060912089898399926,0.03450420889080864,0.013588923375809081,25.863544535543017,0.807413970683563
CORP_0496,Technology,104,4544,1,1222288507.2,3888107939.46,1.81,1.25,0.38,2.5,0.6082,6.1,0.0808,0.0387,0.1162,1.11,4.98,384103402.61,295241697.84,BB+,5,51.2,696088534.91,525196098.46,0.5276,277067585.62,Global,High,Leader,89,661,0.03735902937386155,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0497,Telecommunications,35,2758,1,111628555.12,1099923440.12,1.84,1.54,0.94,0.32,0.2594,7.0,0.0446,0.1324,0.1505,0.74,6.07,61448055.4,49187872.64,A-,7,22.4,88745367.26,54931080.6,0.1689,9278525.87,Domestic,Low,Average,76,780,0.0022019056219650013,0,2023-01-31,0.029522476424876185,0.048656053745884296,0.031114530822760132,0.01823395348490199,18.7152646552971,0.7410030339756155
CORP_0498,Consumer Goods,5,5990,1,27342136823.76,352028675.03,0.8,0.66,0.43,0.42,0.3351,4.15,0.2086,0.1112,0.1644,0.48,5.28,99415978.76,74269429.13,BBB,4,2.2,59344117.45,36633876.73,0.2442,8944988.82,Global,Medium,Average,63,703,0.007215944360483707,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0499,Consumer Goods,37,1273,1,518236951.3,155260190.76,1.94,1.3,0.46,1.49,0.5201,7.62,0.1449,0.0989,0.2015,1.1,4.55,29471881.36,19151576.65,BBB-,9,8.9,28866526.81,20099457.88,0.1838,3694509.55,Regional,High,Average,44,694,0.008353337979439601,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0500,Real Estate,11,3539,1,472452954.04,469029977.55,1.3,1.15,0.77,0.61,0.4059,5.72,0.1643,-0.0267,-0.0495,1.28,16.92,106862471.56,80004537.74,BBB-,4,5.5,34111866.41,20615950.42,0.0194,399016.91,Domestic,Low,Weak,66,651,0.12267326462918984,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_0501,Energy,29,3394,1,539102286.55,966234688.9,4.0,2.53,0.82,0.9,0.4244,14.58,0.1297,0.1003,0.1528,0.6,5.34,169912871.79,111259653.97,A+,4,14.0,215237713.64,160621449.28,0.3991,64101656.35,Regional,Medium,Average,79,850,0.0002414898544699307,0,2023-03-31,0.03381930882865776,0.05095238573501423,0.037311716094907535,0.017794471254576984,22.539948405450666,0.8291414560507036
CORP_0502,Telecommunications,5,16510,0,0.0,4086362835.23,0.8,0.64,0.25,0.87,0.4064,2.29,0.1049,0.0033,0.0069,2.04,3.01,587591025.52,480751996.32,A,5,2.8,472776922.59,317308877.66,0.0895,28387638.54,Domestic,Medium,Strong,46,728,0.014077223788825527,0,2023-07-31,0.0199449965378128,0.060318652951567533,0.03648197571268648,0.024912627018436127,27.01983447040821,1.006429858346778
CORP_0503,Financial Services,15,3443,0,0.0,2093399025.19,0.8,0.61,0.27,1.98,0.7316,7.85,0.1583,0.2478,0.6,1.17,7.33,424849739.33,291028358.04,BB,3,11.6,494417147.92,443780116.77,0.7517,333601308.69,Regional,High,Strong,79,645,0.020165509689310093,0,2023-10-31,0.021148998146335724,0.06353513418750364,0.03642495556914113,0.022536910140728283,22.381872723888694,0.8932096420214415
CORP_0504,Utilities,65,1403,1,47511319.83,230184263.73,1.23,0.91,0.3,0.72,0.3783,5.86,0.1606,0.1318,0.2249,3.0,2.96,48506148.69,29244209.03,B,9,47.8,41575700.21,31364210.85,0.2504,7852662.57,Domestic,Low,Leader,57,621,0.030267945492982864,0,2023-04-30,0.03156438627668371,0.05548860656046874,0.0324309570679129,0.02097087145321949,21.24904679221519,0.83086863700811
CORP_0505,Real Estate,43,4930,1,1230911621.74,391440301.37,0.8,0.64,0.41,0.48,0.3641,6.33,0.2332,0.1168,0.1636,1.83,6.12,111023985.33,74722651.11,A,4,23.1,37038518.58,24573942.88,0.5093,12514919.01,Global,High,Weak,53,767,0.004385948864587836,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_0506,Consumer Goods,5,14086,1,152777258.88,1908443848.47,0.97,0.77,0.29,0.97,0.413,15.5,0.1591,0.056,0.093,1.85,5.39,412991740.09,326688712.64,A-,6,3.8,130824072.31,107290839.97,0.5139,55132820.13,Domestic,Low,Weak,60,762,0.0018710432770720294,0,2023-02-28,0.0339973416877403,0.0529424259359959,0.03363760860686109,0.020316013683670107,24.313820360323206,0.8781585876280772
CORP_0507,Technology,17,1865,1,1038798166.96,1306443106.05,0.8,0.52,0.17,1.33,0.5236,9.64,0.1657,0.0696,0.1353,2.25,7.47,250651227.18,207504617.09,BB+,6,9.6,237605831.5,146288103.4,0.4866,71180947.85,Global,Low,Strong,56,671,0.01422071537756428,0,2024-07-31,0.022210383847610954,0.07195995607594714,0.035192313918469754,0.018493943141637013,26.924499295250627,0.9021123716377477
CORP_0508,Telecommunications,52,4511,1,299825430.64,849757937.75,1.32,0.99,0.64,0.1,0.075,5.55,0.1465,0.0702,0.0881,0.49,3.82,170203114.21,148522493.58,A+,8,25.9,169866527.41,117633271.37,0.3358,39502182.32,Regional,High,Leader,65,818,0.0015469262060925726,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0509,Real Estate,30,1330,0,0.0,134582607.09,1.29,0.93,0.42,0.25,0.21,11.73,0.0696,0.1011,0.1483,0.3,4.2,12802607.63,10284663.54,AA-,4,20.3,37414452.48,26564785.1,0.2119,5630394.09,Regional,Medium,Average,75,850,0.0003818362154279135,0,2024-11-30,0.03358124784374646,0.0495073889541218,0.03691107179328709,0.02042833664313584,23.252654847146324,0.8785246560659119
CORP_0510,Consumer Goods,21,1056,1,38924753.85,218192588.69,2.79,2.27,1.51,1.92,0.7385,6.93,0.1044,0.1063,0.2489,0.55,3.46,26857161.98,21455422.82,AA-,5,15.6,55050218.59,49161141.92,0.473,23254217.01,Domestic,Medium,Average,65,809,0.0011244125349980179,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0511,Manufacturing,58,1581,1,18119281.31,906522896.94,0.8,0.55,0.19,0.71,0.4066,7.61,0.0301,0.1939,0.3597,1.18,4.31,35108053.32,31570707.27,BBB+,5,36.0,149561002.56,107336545.32,0.4397,47192002.58,Domestic,Medium,Average,97,753,0.0037292835376353892,0,2023-05-31,0.012513726520533543,0.07334920130649732,0.031140998862503978,0.01711559471502375,24.577554413233425,0.8220648219250999
CORP_0512,Manufacturing,23,14453,1,370817731.98,1797802667.55,1.32,1.0,0.6,1.37,0.6881,6.89,0.0685,-0.0317,-0.0809,0.3,5.3,138685592.15,84241460.82,BB,3,14.6,228497638.06,153780426.69,0.0596,9172079.45,Domestic,Medium,Average,64,618,0.13059463480575256,0,2024-06-30,0.06704358967047258,0.04959728125276691,0.0344851812997627,0.015176471367325958,22.5463910957259,0.7758461619374679
CORP_0513,Telecommunications,16,1579,1,1755875670.49,540987060.36,1.74,1.31,0.76,1.1,0.6173,10.34,0.2194,0.1822,0.3466,2.06,2.48,162789386.51,123062157.18,BB-,2,4.6,110960008.12,68450651.74,0.0533,3649899.93,Domestic,Low,Strong,62,665,0.01048479128781706,0,2023-11-30,0.04472161011056566,0.0553360888922595,0.028026805183269686,0.022505520881805113,17.018481254621115,0.7613581933871103
CORP_0514,Real Estate,17,650,0,0.0,80419706.02,1.15,0.87,0.46,0.72,0.3964,9.39,0.1205,-0.0075,-0.0154,0.3,16.57,11377397.48,9222633.22,BB,4,13.0,9236233.2,7332499.94,0.3972,2912801.58,Global,High,Average,45,646,0.0766304523198876,0,2023-09-30,0.014007855245148668,0.051049755157718146,0.03290699334585797,0.01621598019368359,29.349076495171758,0.896925944554073
CORP_0515,Energy,5,1235,1,104716847.25,158918154.99,1.27,0.91,0.58,0.71,0.3737,5.58,0.0962,0.0141,0.0252,0.48,4.47,16844747.76,10430528.02,BBB+,4,2.0,10621638.15,9034647.54,0.0933,843105.61,Regional,Low,Weak,67,695,0.04820474128040894,0,2023-12-31,0.022708583158864096,0.04619820984379244,0.028232429027276892,0.015741330410729816,19.893059443228346,0.7088330920178042
CORP_0516,Healthcare,49,1005,1,324950708.46,199192152.36,1.66,1.16,0.46,0.75,0.4096,8.79,0.2114,0.1215,0.2016,0.98,10.73,53212242.73,32150698.58,BBB-,3,27.7,48546325.95,35858300.79,0.0355,1272432.45,Domestic,Low,Average,72,719,0.004236316987378165,0,2024-12-31,0.03137899549030157,0.061619466678369796,0.031163845282238388,0.01743900680124196,25.529119466695747,0.8428896528747505
CORP_0517,Utilities,13,4442,0,0.0,836364699.6,1.67,1.12,0.63,1.77,0.7083,6.51,0.0667,0.1174,0.3207,3.0,2.01,64842024.96,56555723.1,BBB-,5,3.3,194700259.27,136705481.01,0.3458,47278851.52,Domestic,High,Average,61,679,0.008527228104548845,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
CORP_0518,Transportation,59,20499,0,0.0,5365966465.35,1.13,0.88,0.52,1.31,0.5025,4.45,-0.0122,0.0364,0.0777,0.44,8.17,-91186014.51,-73534364.52,BBB+,6,38.4,1170665008.98,1013008116.43,0.1579,159990315.89,Regional,Low,Strong,84,711,0.025956220379525594,0,2023-06-30,0.02377519410809946,0.039892130560106355,0.03647305790619906,0.021222648848562054,23.21827868605176,0.8876763336936222
